Level1,Level2,Level3,Level4,Level5
TUNGURAHUA,AMBATO,PISHILATA,TECHO PROPIO - TIUGUA,
TUNGURAHUA,AMBATO,QUISAPINCHA,ILLAGUA CHICO,
TUNGURAHUA,AMBATO,QUISAPINCHA,QUISAPINCHA,
TUNGURAHUA,AMBATO,QUISAPINCHA,QUISAPINCHA,
TUNGURAHUA,AMBATO,SAN BARTOLOME,ANGAMARQUILLO,
TUNGURAHUA,AMBATO,SAN BARTOLOME,SAN BARTOLOME,
TUNGURAHUA,AMBATO,SAN BARTOLOME,SAN BARTOLOME,
TUNGURAHUA,AMBATO,SAN BARTOLOME,SAN BARTOLOME,
TUNGURAHUA,AMBATO,SAN BARTOLOME,SAN BARTOLOME,
TUNGURAHUA,AMBATO,SAN FERNANDO,,
TUNGURAHUA,AMBATO,SAN FRANCISCO,,
TUNGURAHUA,AMBATO,SAN FRANCISCO,,
TUNGURAHUA,AMBATO,SANTA ROSA,CUATRO ESQUINAS,
TUNGURAHUA,AMBATO,SANTA ROSA,SANTA ROSA,
TUNGURAHUA,AMBATO,SANTA ROSA,SANTA ROSA,
TUNGURAHUA,AMBATO,SANTA ROSA,SANTA ROSA,
TUNGURAHUA,AMBATO,SANTA ROSA,SANTA ROSA,
TUNGURAHUA,AMBATO,SANTA ROSA,SANTA ROSA,
TUNGURAHUA,AMBATO,TOTORAS,HUACHI TOTORAS,
TUNGURAHUA,AMBATO,TOTORAS,TOTORAS,
TUNGURAHUA,AMBATO,TOTORAS,TOTORAS,
TUNGURAHUA,AMBATO,TOTORAS,TOTORAS,
TUNGURAHUA,AMBATO,TOTORAS,TOTORAS,
TUNGURAHUA,AMBATO,UNAMUNCHO,LA PRIMAVERA,
TUNGURAHUA,AMBATO,UNAMUNCHO,PUERTO ARTURO,
TUNGURAHUA,AMBATO,UNAMUNCHO,UNAMUNCHO,
TUNGURAHUA,BAÑOS,BAÑOS,,
TUNGURAHUA,BAÑOS,BAÑOS,,
TUNGURAHUA,BAÑOS,BAÑOS,,
TUNGURAHUA,BAÑOS,BAÑOS,,
TUNGURAHUA,BAÑOS,LLIGUA,,
TUNGURAHUA,BAÑOS,RIO NEGRO,,
TUNGURAHUA,BAÑOS,RIO VERDE,,
TUNGURAHUA,BAÑOS,ULBA,ULBA,
TUNGURAHUA,BAÑOS,ULBA,VIZCAYA,
TUNGURAHUA,CEVALLOS,CEVALLOS,,
TUNGURAHUA,CEVALLOS,CEVALLOS,,
TUNGURAHUA,MOCHA,MOCHA,MOCHA,
TUNGURAHUA,MOCHA,MOCHA,MOCHA,
TUNGURAHUA,MOCHA,MOCHA,YANAHURCO,
TUNGURAHUA,MOCHA,PINGUILI,,
TUNGURAHUA,PATATE,EL TRIUNFO,,
TUNGURAHUA,PATATE,LOS ANDES,,
TUNGURAHUA,PATATE,PATATE,,
TUNGURAHUA,PATATE,PATATE,,
TUNGURAHUA,PATATE,SUCRE,,
TUNGURAHUA,PELILEO,BENITEZ /PACHANLICA,,
TUNGURAHUA,PELILEO,BOLIVAR,,
TUNGURAHUA,PELILEO,BOLIVAR,,
TUNGURAHUA,PELILEO,CHIQUICHA,,
TUNGURAHUA,PELILEO,COTALO,,
TUNGURAHUA,PELILEO,EL ROSARIO /RUMICHACA,,
TUNGURAHUA,PELILEO,GARCIA MORENO,,
TUNGURAHUA,PELILEO,GARCIA MORENO,,
TUNGURAHUA,PELILEO,HUAMBALO,,
TUNGURAHUA,PELILEO,HUAMBALO,,
TUNGURAHUA,PELILEO,PELILEO,,
TUNGURAHUA,PELILEO,PELILEO,,
TUNGURAHUA,PELILEO,PELILEO,,
TUNGURAHUA,PELILEO,PELILEO,,
TUNGURAHUA,PELILEO,PELILEO,,
TUNGURAHUA,PELILEO,PELILEO,,
TUNGURAHUA,PELILEO,PELILEO GRANDE /R. MINO,,
TUNGURAHUA,PELILEO,SALASACA,,
TUNGURAHUA,PELILEO,SALASACA,,
TUNGURAHUA,PILLARO,BAQUERIZO MORENO,,
TUNGURAHUA,PILLARO,CIUDAD NUEVA,,
TUNGURAHUA,PILLARO,EMILIO MARIA TERAN,,
TUNGURAHUA,PILLARO,MARCOS ESPINEL,,
TUNGURAHUA,PILLARO,PILLARO,,
TUNGURAHUA,PILLARO,PILLARO,,
TUNGURAHUA,PILLARO,PILLARO,,
TUNGURAHUA,PILLARO,PILLARO,,
TUNGURAHUA,PILLARO,PRESIDENTE URBINA,,
TUNGURAHUA,PILLARO,SAN ANDRES,HUAPANTE GRANDE,
TUNGURAHUA,PILLARO,SAN ANDRES,SAN ANDRES,
TUNGURAHUA,PILLARO,SAN ANDRES,SAN ANDRES,
TUNGURAHUA,PILLARO,SAN ANDRES,SAN ANDRES,
TUNGURAHUA,PILLARO,SAN JOSE DE POALO,,
TUNGURAHUA,PILLARO,SAN MIGUELITO,,
TUNGURAHUA,QUERO,QUERO,,
TUNGURAHUA,QUERO,QUERO,,
TUNGURAHUA,QUERO,QUERO,,
TUNGURAHUA,QUERO,QUERO,,
TUNGURAHUA,QUERO,RUMIPAMBA,,
TUNGURAHUA,QUERO,YANAYACU MOCHAPATA,,
TUNGURAHUA,TISALEO,QUINCHICOTO,,
TUNGURAHUA,TISALEO,TISALEO,,
TUNGURAHUA,TISALEO,TISALEO,,
TUNGURAHUA,TISALEO,TISALEO,,
ZAMORA CHINCHIPE,CENTINELA DEL CONDOR,PANGUINTZA,,
ZAMORA CHINCHIPE,CENTINELA DEL CONDOR,TRIUNFO DORADO,,
ZAMORA CHINCHIPE,CENTINELA DEL CONDOR,ZUMBI,LA WINTZA,
ZAMORA CHINCHIPE,CENTINELA DEL CONDOR,ZUMBI,NANGUIPA ALTO,
ZAMORA CHINCHIPE,CENTINELA DEL CONDOR,ZUMBI,SAN PABLO,
ZAMORA CHINCHIPE,CENTINELA DEL CONDOR,ZUMBI,ZUMBI,
ZAMORA CHINCHIPE,CENTINELA DEL CONDOR,ZUMBI,ZUMBI,
ZAMORA CHINCHIPE,CENTINELA DEL CONDOR,ZUMBI,ZUMBI,
ZAMORA CHINCHIPE,CHINCHIPE,CHITO,CHITO,
ZAMORA CHINCHIPE,CHINCHIPE,CHITO,NUEVOS HORIZONTES,
ZAMORA CHINCHIPE,CHINCHIPE,CHITO,SALTO DEL INCA,
ZAMORA CHINCHIPE,CHINCHIPE,EL CHORRO,,
ZAMORA CHINCHIPE,CHINCHIPE,LA CHONTA,,
ZAMORA CHINCHIPE,CHINCHIPE,PUCAPAMBA,,
ZAMORA CHINCHIPE,CHINCHIPE,SAN ANDRES,LA PALMA,
ZAMORA CHINCHIPE,CHINCHIPE,SAN ANDRES,SAN ANDRES,
ZAMORA CHINCHIPE,CHINCHIPE,ZUMBA,BELLAVISTA,
ZAMORA CHINCHIPE,CHINCHIPE,ZUMBA,EL PROGRESO,
ZAMORA CHINCHIPE,CHINCHIPE,ZUMBA,GUARIMIZAL,
ZAMORA CHINCHIPE,CHINCHIPE,ZUMBA,LA DIVERSION,
ZAMORA CHINCHIPE,CHINCHIPE,ZUMBA,LA GUAYUSA,
ZAMORA CHINCHIPE,CHINCHIPE,ZUMBA,ZUMBA,
ZAMORA CHINCHIPE,CHINCHIPE,ZUMBA,ZUMBA,
ZAMORA CHINCHIPE,CHINCHIPE,ZUMBA,ZUMBA,
ZAMORA CHINCHIPE,EL PANGUI,EL GUISMI,CHUCHUMBLETZA,
ZAMORA CHINCHIPE,EL PANGUI,EL GUISMI,EL GUISMI,
ZAMORA CHINCHIPE,EL PANGUI,EL GUISMI,LA ARGELIA,
ZAMORA CHINCHIPE,EL PANGUI,EL GUISMI,MIASI,
ZAMORA CHINCHIPE,EL PANGUI,EL PANGUI,EL PANGUI,
ZAMORA CHINCHIPE,EL PANGUI,EL PANGUI,EL PANGUI,
ZAMORA CHINCHIPE,EL PANGUI,EL PANGUI,EL PANGUI,
ZAMORA CHINCHIPE,EL PANGUI,EL PANGUI,KUNKI,
ZAMORA CHINCHIPE,EL PANGUI,EL PANGUI,UWENTS,
ZAMORA CHINCHIPE,EL PANGUI,PACHICUTZA,PACHICUTZA,
ZAMORA CHINCHIPE,EL PANGUI,PACHICUTZA,SAN ROQUE,
ZAMORA CHINCHIPE,EL PANGUI,PACHICUTZA,SHACAY,
ZAMORA CHINCHIPE,EL PANGUI,TUNDAYME,,
ZAMORA CHINCHIPE,NANGARITZA,GUAYZIMI,,
ZAMORA CHINCHIPE,NANGARITZA,GUAYZIMI,,
ZAMORA CHINCHIPE,NANGARITZA,NANKAIS,,
ZAMORA CHINCHIPE,NANGARITZA,NUEVO PARAISO,NUEVO PARAISO,
ZAMORA CHINCHIPE,NANGARITZA,NUEVO PARAISO,SELVA ALEGRE,
ZAMORA CHINCHIPE,NANGARITZA,NUEVO PARAISO,YAWI,
ZAMORA CHINCHIPE,NANGARITZA,ZURMI,SHAIMI,
ZAMORA CHINCHIPE,NANGARITZA,ZURMI,ZURMI,
ZAMORA CHINCHIPE,PALANDA,EL PORVENIR DEL CARMEN,CUMANDA,
ZAMORA CHINCHIPE,PALANDA,EL PORVENIR DEL CARMEN,EL PORVENIR DEL CARMEN,
ZAMORA CHINCHIPE,PALANDA,EL PORVENIR DEL CARMEN,LOYOLA,
ZAMORA CHINCHIPE,PALANDA,EL PORVENIR DEL CARMEN,NUMBALA,
ZAMORA CHINCHIPE,PALANDA,EL PORVENIR DEL CARMEN,SANTA CLARA,
ZAMORA CHINCHIPE,PALANDA,LA CANELA,,
ZAMORA CHINCHIPE,PALANDA,PALANDA,PALANDA,
ZAMORA CHINCHIPE,PALANDA,PALANDA,PALANDA,
ZAMORA CHINCHIPE,PALANDA,PALANDA,PUCARON,
ZAMORA CHINCHIPE,PALANDA,PALANDA,VALLE HERMOZO,
ZAMORA CHINCHIPE,PALANDA,SAN FRANCISCO DEL VERGEL,SAN FRANCISCO DEL VERGEL,
ZAMORA CHINCHIPE,PALANDA,SAN FRANCISCO DEL VERGEL,SAN JUAN DE PUNCHES,
ZAMORA CHINCHIPE,PALANDA,SAN FRANCISCO DEL VERGEL,SAN MARTIN DE PORRES,
ZAMORA CHINCHIPE,PALANDA,VALLADOLID,FATIMA,
ZAMORA CHINCHIPE,PALANDA,VALLADOLID,TAPALA,
ZAMORA CHINCHIPE,PALANDA,VALLADOLID,VALLADOLID,
ZAMORA CHINCHIPE,PAQUISHA,BELLAVISTA,,
ZAMORA CHINCHIPE,PAQUISHA,NUEVO QUITO,CONGUIME,
ZAMORA CHINCHIPE,PAQUISHA,NUEVO QUITO,LA HERRADURA,
ZAMORA CHINCHIPE,PAQUISHA,NUEVO QUITO,NUEVO QUITO,
ZAMORA CHINCHIPE,PAQUISHA,NUEVO QUITO,PTO. MINERO LA PUNTA,
ZAMORA CHINCHIPE,PAQUISHA,PAQUISHA,PAQUISHA,
ZAMORA CHINCHIPE,PAQUISHA,PAQUISHA,RIO BLANCO,
ZAMORA CHINCHIPE,YACUAMBI,LA PAZ,CHAPINTZA BAJO,
ZAMORA CHINCHIPE,YACUAMBI,LA PAZ,KURINTS,
ZAMORA CHINCHIPE,YACUAMBI,LA PAZ,LA PAZ,
ZAMORA CHINCHIPE,YACUAMBI,LA PAZ,NUEVO PORVENIR,
ZAMORA CHINCHIPE,YACUAMBI,TUTUPALI,LA ESPERANZA,
ZAMORA CHINCHIPE,YACUAMBI,TUTUPALI,SAYUPAMBA,
ZAMORA CHINCHIPE,YACUAMBI,TUTUPALI,TUTUPALI,
ZAMORA CHINCHIPE,YACUAMBI,28 DE MAYO,,
ZAMORA CHINCHIPE,YACUAMBI,28 DE MAYO,,
ZAMORA CHINCHIPE,YANZATZA,CHICANA,CHICANA,
ZAMORA CHINCHIPE,YANZATZA,CHICANA,LA YONA,
ZAMORA CHINCHIPE,YANZATZA,CHICANA,SAN VICENTE DE CANEY,
ZAMORA CHINCHIPE,YANZATZA,LOS ENCUENTROS,EL ZARZA,
ZAMORA CHINCHIPE,YANZATZA,LOS ENCUENTROS,LOS ENCUENTROS,
ZAMORA CHINCHIPE,YANZATZA,YANZATZA,NUEVA ESPERANZA,
ZAMORA CHINCHIPE,YANZATZA,YANZATZA,SAN SEBASTIAN,
ZAMORA CHINCHIPE,YANZATZA,YANZATZA,YANZATZA,
ZAMORA CHINCHIPE,YANZATZA,YANZATZA,YANZATZA,
ZAMORA CHINCHIPE,YANZATZA,YANZATZA,YANZATZA,
ZAMORA CHINCHIPE,YANZATZA,YANZATZA,YANZATZA,
ZAMORA CHINCHIPE,YANZATZA,YANZATZA,YANZATZA,
ZAMORA CHINCHIPE,ZAMORA,CUMBARATZA,CUMBARATZA,
ZAMORA CHINCHIPE,ZAMORA,CUMBARATZA,CUMBARATZA,
ZAMORA CHINCHIPE,ZAMORA,CUMBARATZA,LA QUEBRADA DE CUMBARATZA,
ZAMORA CHINCHIPE,ZAMORA,CUMBARATZA,NAMBIJA BAJO,
ZAMORA CHINCHIPE,ZAMORA,EL LIMON,,
ZAMORA CHINCHIPE,ZAMORA,GUADALUPE,GUADALUPE,
ZAMORA CHINCHIPE,ZAMORA,GUADALUPE,GUAGUAYME ALTO,
ZAMORA CHINCHIPE,ZAMORA,GUADALUPE,PIUNTZA,
ZAMORA CHINCHIPE,ZAMORA,GUADALUPE,SOAPACA,
ZAMORA CHINCHIPE,ZAMORA,LA VICTORIA DE IMBANA,EL TIBIO,
ZAMORA CHINCHIPE,ZAMORA,LA VICTORIA DE IMBANA,LA VICTORIA DE IMBANA,
ZAMORA CHINCHIPE,ZAMORA,LA VICTORIA DE IMBANA,TAMBO BLANCO,
ZAMORA CHINCHIPE,ZAMORA,SABANILLA,,
ZAMORA CHINCHIPE,ZAMORA,SAN CARLOS DE LAS MINAS,NAMBIJA,
ZAMORA CHINCHIPE,ZAMORA,SAN CARLOS DE LAS MINAS,SAN CARLOS DE LAS MINAS,
ZAMORA CHINCHIPE,ZAMORA,TIMBARA,LA PITUCA,
ZAMORA CHINCHIPE,ZAMORA,TIMBARA,ROMERILLOS BAJOS,
ZAMORA CHINCHIPE,ZAMORA,TIMBARA,TIMBARA,
ZAMORA CHINCHIPE,ZAMORA,ZAMORA,,
ZAMORA CHINCHIPE,ZAMORA,ZAMORA,,
ZAMORA CHINCHIPE,ZAMORA,ZAMORA,,
ZAMORA CHINCHIPE,ZAMORA,ZAMORA,,
ZAMORA CHINCHIPE,ZAMORA,ZAMORA,,
ZAMORA CHINCHIPE,ZAMORA,ZAMORA,,
