number,country,city,location,address,latitude,longitude
213,Germania,Flensburg,Altele,"Ansgarstrasse 1, cod poștal 24944, Flensburg",54.80587336,9.46514074
214,Germania,Hamburg,Altele,"Albert-Einstein-Ring 11-15, cod poștal 22761, Hamburg",53.57494,9.88799
215,Germania,Hamburg,Altele,"Bürgerweide 31, cod poștal 20535, Hamburg",53.5573554,10.03099579
216,Germania,Hanovra,Altele,"Dornierstr.2, cod poștal 30179, Hanovra",52.41717722,9.74730189
217,Germania,Hanovra,Altele,"Dornierstr.2a, cod poștal 30179, Hanovra",52.41736431,9.74718461
218,Germania,Kiel,Altele,"Waisenhofstraße 3, cod poștal  24103 Kiel",54.32150983,10.131628
219,Germania,Leipzig,Altele,"Russenstrasse 196, cod poștal 04288 Leipzig",51.30248752,12.45057493
220,Germania,Rostock,Altele,"Am Kabutzenhof 20A, cod poștal 18057, Rostock",54.09348485,12.11332002
221,Germania,Quakenbrück,Altele,"Oldenburger Strasse 10, cod poștal 49610, Quakenbrück",52.68099491,7.95325781
222,Germania,Essen (Oldenburg),Altele,"Am Kirchplatz 3, cod poștal 49632, Essen (Oldenburg)",52.71726117,7.94091428
223,Germania,Sögel,Altele,"Püttkesberge 13, cod poștal 49751, Sögel",52.83363,7.5141
224,Germania,Bonn,Consulat,"Legionsweg 14, 53117 Bonn",50.75054065,7.10119998
225,Germania,Bonn,Consulat,"Legionsweg 14, 53117 Bonn",50.75054065,7.10119998
226,Germania,Beckum,Altele,"Volkshochschule – Antoniusstr. 5-7, 59269 Beckum",51.7586647,8.0432385
227,Germania,Dortmund,Altele,"Grammophon Events,  Eberstraße 30, 44145 Dortmund",51.5345859,7.4616153
228,Germania,Duisburg,Altele,"Parohia Ortodoxă,  Molbergstraße 14, 47249 Duisburg",51.38087404,6.74441189
229,Germania,Düsseldorf,Altele,"Amt für Statistik und Wahlen;  Mecumstraße 10, 40223 Düsseldorf",51.2057327,6.7836644
230,Germania,Föhren,Altele,"Firma A+M Gebäudereinigung, Europa-Allee 6, 54343 Föhren",49.85828208,6.78553548
231,Germania,Frankfurt,Altele,"Sediu ANTAL; Im Bärengarten 11, 60599 Frankfurt",50.10364,8.71336
232,Germania,Gütersloh,Altele,"MLM Consulting;  Marienfelderstraße 4A, 33330, Gütersloh",51.91035,8.37059
233,Germania,Kassel,Altele,"Parohia Ortodoxă Română,  Friedrich Eberth Strasse 249,  34119, Kassel",51.31533,9.45294
234,Germania,Köln,Altele,"Parohia Ortodoxă Köln- Lindenthal, Decksteiner Str. 7,  50935, Köln",50.92538979,6.89997909
235,Germania,Köln,Altele,"Parohia Românească –  Elisabeth-Breuer-Straße 46,  51065 Köln",50.9614275,7.01225506
236,Germania,Langenselbold,Altele,"Kirchhof GmbH; Am Seegraben 4, 63505, Langenselbold",50.16400694,9.04707473
237,Germania,Mainz,Altele,"Anni-Eisler-Lehmannstraße 3, 55122 Mainz",50.00668652,8.2517101
238,Germania,Neustadt an der Weinstraße,Altele,"Le Quartier Hornbach 13, 67433 Neustadt an der Weinstraße",49.3415397,8.1669098
239,Germania,Offenbach,Altele,"Parohia Sf. Nicolae, Backstr. 16, 63069, Offenbach am Main",50.08891422,8.74681479
240,Germania,Offenbach,Altele,"Carl-Legien-Str. 15, 63073 Offenbach am Main",50.08366556,8.83616436
241,Germania,Paderborn,Altele,"Europa Finanz- und  Integrationsberatung,  Frankfurter Weg 10, 33106  Paderborn",51.70726614,8.72109401
242,Germania,Rheda-Wiedenbrück,Altele,"Pfarrheim St. Johannes,  Nonenstraße 94, 33378 RhedaWiedenbrück",51.84889007,8.27839008
243,Germania,Wadgassen,Altele,"Kulturhaus Hostenbach,  Kaiserstr. 64, 66787 Wadgassen",49.26361257,6.82486821
244,Germania,Wiesbaden,Altele,"AWO Familienbildungsstätte  Hedi Konrad, Walramstr. 16a,  65183 Wiesbaden",50.08206144,8.23136039
245,Germania,München,Altele,"Zentrum xtra-münchen.com,  Hanauer Str. 103, cod poștal  80993 München",48.18662329,11.53292061
246,Germania,München,Altele,"Zentrum xtra-münchen.com,  Hanauer Str. 103, cod poștal  80993 München",48.18646833,11.53297989
247,Germania,München,Altele,"Zentrum xtra-münchen.com,  Hanauer Str. 103, cod poștal  80993 München",48.18661294,11.5327453
248,Germania,München,Altele,"Zentrum xtra-münchen.com,  Hanauer Str. 103, cod poștal  80993 München",48.18637655,11.53269598
249,Germania,München,Altele,"Zentrum xtra-münchen.com,  Hanauer Str. 103, cod poștal  80993 München",48.18633859,11.53253548
250,Germania,Aschaffenburg,Altele,"Pfarrei St. Konrad, Bussardweg  25, cod poștal 63741, Aschaffenburg",49.9919,9.11515
251,Germania,Augsburg,Altele,"Messe Augsburg - Halle 6, Am  Messezentrum 5, cod poștal  86159, Augsburg",48.3410259,10.89278013
252,Germania,Augsburg,Altele,"Messe Augsburg - Halle 6, Am  Messezentrum 5, cod poștal  86159, Augsburg",48.3410259,10.89278013
253,Germania,Augsburg,Altele,"Messe Augsburg - Halle 6, Am  Messezentrum 5, cod poștal  86159, Augsburg",48.3410259,10.89278013
254,Germania,Augsburg,Altele,"Messe Augsburg - Halle 6, Am  Messezentrum 5, cod poștal  86159, Augsburg",48.3410259,10.89278013
255,Germania,Bayreuth,Altele,"Schloßgalerie Bayreuth,  Kanalstraße 3, cod poștal 95444, Bayreuth",49.94524637,11.57632649
256,Germania,Dachau,Altele,"Ludwig-Thoma-Haus, Augsburger Straße 23, cod poștal 85221, Dachau",48.26003787,11.43252002
257,Germania,Erding,Altele,"Krankenhausstraße 19, cod poștal 85435, Erding",48.30610776,11.90492886
258,Germania,Ingolstadt,Altele,"NH-Tagungsraum, Goethestraße  153, cod poștal 85055, Ingolstadt",48.77245574,11.45491013
259,Germania,Ingolstadt,Altele,"NH-Tagungsraum, Goethestraße  153, cod poștal 85055, Ingolstadt",48.77245574,11.45491013
260,Germania,Kempten,Altele,"Tagungszentrum S4, An d.  Stadtmauer 4, cod poștal 87435, Kempten",47.72438356,10.31973401
261,Germania,Landshut,Altele,"Ehem. Schule St. Martin,  Neustadt 474/475, cod poștal  84028, Landshut",48.53435,12.15353
262,Germania,Nürnberg,Altele,"Meistersingerhalle K-Raum 6,  Münchener Str. 21, cod poștal  90478, Nürnberg",49.43744648,11.10542504
263,Germania,Nürnberg,Altele,"Meistersingerhalle K-Raum 6,  Münchener Str. 21, cod poștal  90478, Nürnberg",49.43722509,11.10539888
264,Germania,Nürnberg,Altele,"Meistersingerhalle K-Raum 7,  Münchener Str. 21, cod poștal  90478, Nürnberg",49.43706392,11.10524687
265,Germania,Nürnberg,Altele,"Heilig-Geist-Saal, Hans-SachsPlatz 2, cod poștal 90403, Nürnberg",49.45309256,11.07971782
266,Germania,Nürnberg,Altele,"Heilig-Geist-Saal, Hans-SachsPlatz 2, cod poștal 90403, Nürnberg",49.45299605,11.07980148
267,Germania,Nürnberg,Altele,"Heilig-Geist-Saal, Hans-SachsPlatz 2, cod poștal 90403, Nürnberg",49.45286875,11.07985186
268,Germania,Regensburg,Altele,"Bayernhafen, Linzer Str. 6, cod poștal 93055, Regensburg",49.01791217,12.12199569
269,Germania,Rosenheim,Altele,"Kufsteiner Str. 69, cod poștal 83026, Rosenheim",47.84707215,12.12600333
270,Germania,Straubing,Altele,"Konferenzraum am Hafen Straubing-Sand, Europaring 4, cod poștal 94315, Straubing",48.89470411,12.65746414
271,Germania,Straubing,Altele,"Konferenzraum am Hafen Straubing-Sand, Europaring 4, cod poștal 94315, Straubing",48.89470411,12.65746414
272,Germania,Traunreut,Altele,"Biserica ortodoxă română,  Siebenbürgenerstr.2, cod poștal  83301, Traunreut",47.96769,12.60646
273,Germania,Vilshofen an der Donau,Altele,"Parohia ortodoxă, Aidenbacher  Str. 92, cod poștal 94474, Vilshofen an der Donau",48.61412,13.17619
274,Germania,Würzburg,Altele,"Gemeindehaus St. Paul, Andreas-Grieser-Str. 2, cod poștal 97084, Würzburg",49.76465108,9.9445203
275,Germania,Stuttgart,Consulat General,"Hauptstätterstr. 70, 70178 Stuttgart",48.76994,9.17436
276,Germania,Stuttgart,Consulat General,"Hauptstätterstr. 70, 70178 Stuttgart",48.76994,9.17436
277,Germania,Baden-Baden,Altele,"Yburghalle Varnhalt Weinsteige 17, 76534 Baden -Baden",48.7370781,8.1792116
278,Germania,Esslingen am Neckar,Altele,"Georg-Christian-von-KesslerPlatz 2, 73728 Esslingen am Neckar",48.7420457,9.3056946
279,Germania,Freiburg im Breisgau,Altele,"Jakob Saur Str. 11, 79199 Kirchzarten",47.96865105,7.95596779
280,Germania,Freiburg im Breisgau,Altele,"Jakob Saur Str. 11, 79199 Kirchzarten",47.96865105,7.95596779
281,Germania,Heilbronn,Altele,"Herbststr.16, 74072 Heilbronn",49.13908,9.2251
282,Germania,Karlsruhe,Altele,"Linkenheimer Landstr. 133a, 76149 Karlsruhe",49.04574286,8.39088987
283,Germania,Karlsruhe,Altele,"Linkenheimer Landstr. 133a, 76149 Karlsruhe",49.04574286,8.39088987
284,Germania,Ludwigsburg,Altele,"Königsallee 43, 71638 Ludwigsburg",48.8924241,9.1969121
285,Germania,Mannheim,Altele,"O4 4, 68161 Mannheim",49.48651,8.46862
286,Germania,Pforzheim,Altele,"Osterfelder Str. 12, 75172 Pforzheim",48.89309,8.68854
287,Germania,Ravensburg,Altele,"Herknerstr. 4, 88250 Weingarten",47.8219275,9.6373121
288,Germania,Reutlingen,Altele,"Ringelbachstraße 195/41, 72762 Reutlingen",48.47713,9.19838
289,Germania,Schwäbisch Hall,Altele,"Stauffenbergstraße 35 / 37, 74523 Schwäbisch Hall",49.11462,9.77662
290,Germania,Sigmaringen,Altele,"Am Rathaus 2, 72488 Sigmaringen-Laiz",48.0781474,9.1969204
291,Germania,Ulm,Altele,"Wiblinger Ring 4, 89079 Ulm",48.3557309,9.9654523
292,Germania,Ulm,Altele,"Wiblinger Ring 4, 89079 Ulm",48.3557309,9.9654523
293,Germania,Villingen Schwenningen,Altele,"Umweltzentrum Schwarzwald  Baar Neckar, Neckarstraße 120,  78056 Villingen-Schwenningen",48.0533408,8.5315421
294,Grecia,Atena,Ambasadă,"str. Emmanouil Benaki nr. 7, cod poștal 154 52, Paleo Psychiko, Atena",37.98352,23.73082
295,Grecia,Atena,Altele,"str. Liosion nr. 123, et. 1, Piața Attikis, cod poștal 104 45, Atena",37.99705585,23.7220139
296,Grecia,Atena,Altele,"str. Agias Sofias nr. 27, cod poștal 104 44, Piața  Pantazopoulou, cartier Kolonos, Atena",37.99187082,23.71818964
297,Grecia,Aspropyrgos,Altele,"bd. Dimokratias, Piața  Sintrivani, cod poștal 193 00, Aspropyrgos",38.05960608,23.58897504
298,Grecia,Chania,Altele,"Piața Elefterias nr. 1,  cod poștal 731 34, Chania, Insula Creta",35.51046726,24.03047753
299,Grecia,Iraklio,Altele,"Strada Androgeo nr. 2, cod poștal 712 02, Iraklio (Heraklion), Insula Creta",35.33939584,25.13404689
300,Grecia,Patra,Altele,"str. Filopoimenos nr. 24, cod poștal 262 21, Patra",38.24528,21.73223
301,Grecia,Preveza,Altele,"Galeria municipală de artă  ”Giannis Moralis”, Vila  Athanasiadis, str. Lord Byron  (Vyrona) nr. 6, cod poștal 481  00, Preveza (lângă Alpha Bank)",38.95786043,20.75376374
302,Grecia,Sparta,Altele,"bd. Likourgou nr. 89, cod poștal 231 00, Sparta (clădirea fostei primării, situată în Piața Centrală)",37.07383306,22.42878571
303,Grecia,Salonic,Consulat General,"Theagenous Charisi, nr. 78, CP 54639, Salonic",40.61507325,22.9633257
304,Grecia,Larisa,Altele,"Plateia OSE, nr. 6, CP 41223, Larisa,",39.63195,22.43379
305,India,New Delhi,Ambasadă,"3/6 Shanti Niketan, oraș New  Delhi, statul Delhi, cod 110021",28.57748839,77.17114678
306,Republica Indonezia,Jakarta,Ambasadă,"Jl. Teuku Cik Ditiro No.42-A 10, RT.10/RW.5, Menteng, Kec.  Menteng, Jakarta 10310",-6.1981,106.83664
307,Regatul Hașemit al Iordaniei,Amman,Ambasadă,"Str. Al-Madeenah AlMunawarah, nr. 35, Amman, 11181",31.96433,35.86438
308,Irak,Bagdad,Ambasadă,"Mahalla 601, Zuquak 15, Al Mansur street, nr. C45, cod poștal 10001, Bagdad",33.31494181,44.35379318
309,Irak,Erbil,Birou consular,"Gulan Street, Ster Tower, etaj 7, camera 702, cod poștal 44001, Erbil",36.21660839,44.00533077
310,Republica Islamică Iran,Teheran,Secție Consulară,"Str. Shahid Meshki nr 89, cod poștal 115.46.399.11, zona Fakhrabad, Baharestan, Tehran",35.69474056,51.44125158
311,Irlanda,Dublin,Secție Consulară,"Palmerston House, Ground Floor, Denzille Lane/Fenian  Street, Dublin 2, D02 WD37",53.34131569,-6.24851982
312,Irlanda,Dublin,Secție Consulară,"Palmerston House, Ground Floor, Denzille Lane/Fenian  Street, Dublin 2, D02 WD37",53.34131569,-6.24851982
313,Irlanda,Dublin,Secție Consulară,"Palmerston House, Ground Floor, Denzille Lane/Fenian  Street, Dublin 2, D02 WD37",53.34131569,-6.24851982
314,Irlanda,Dublin,Secție Consulară,"Palmerston House, Ground Floor, Denzille Lane/Fenian  Street, Dublin 2, D02 WD37",53.34131569,-6.24851982
315,Irlanda,Dublin,Altele,"Westmanstown Sports and  Conference Centre, Lucan  Road,Clonsilla, Dublin 15, D15  Y2DH",53.37966821,-6.44218259
316,Irlanda,Dublin,Altele,"Westmanstown Sports and  Conference Centre, Lucan  Road,Clonsilla, Dublin 15, D15  Y2DH",53.37966821,-6.44218259
317,Irlanda,Dublin,Altele,"Westmanstown Sports and  Conference Centre, Lucan  Road,Clonsilla, Dublin 15, D15  Y2DH",53.37966821,-6.44218259
318,Irlanda,Dublin,Altele,"Westmanstown Sports and  Conference Centre, Lucan  Road,Clonsilla, Dublin 15, D15  Y2DH",53.37966821,-6.44218259
319,Irlanda,Dublin,Altele,"Westmanstown Sports and  Conference Centre, Lucan  Road,Clonsilla, Dublin 15, D15  Y2DH",53.37966821,-6.44218259
320,Irlanda,Dublin,Altele,"Westmanstown Sports and Conference Centre, Lucan  Road,Clonsilla, Dublin 15, D15  Y2DH",53.37966821,-6.44218259
321,Irlanda,Cork,Altele,"Little Island Sports Complex,  Wallingstown, Little Island, Cork, T45 F449",51.90033353,-8.3680647
322,Irlanda,Drogheda,Altele,"Drogheda Civic Offices, Fair  Street, Moneymore, Drogheda, Co. Louth, A92 P440",53.7163997,-6.35350025
323,Irlanda,Galway,Altele,"Ardilaun House Hotel, Taylors Hill Road, Galway, H91 H29F",53.2675936,-9.08091511
324,Irlanda,Kilkenny,Altele,"Pembroke Hotel, 11 Patrick St, Garden, Kilkenny, R95 VNP4",52.64940528,-7.25131733
325,Irlanda,Limerick,Altele,"The Engine Building, Cecil Street, Limerick, V94 TN32",52.66070893,-8.62638277
326,Irlanda,Waterford,Altele,"Crystal Sport and Leisure  Centre, Cork Road, Waterford City, X91 E6PX",52.24338616,-7.15044471
327,Israel,Tel Aviv,Secţie Consulară,"Paz Tower, Str. Shoham, Nr. 2,  etaj 8, cod poștal 52510, Ramat Gan",32.08228697,34.8033368
328,Israel,Tel Aviv,Institut cultural român,"Shaul Hamelech Bvd, Nr. 8., etaj 6, cod poștal 64733, Tel Aviv",32.07537382,34.78406227
329,Israel,Haifa,Consulat General,"3 Habankim, Haifa, cod poștal  3326115",32.82012292,34.99732497
330,Italia ,Roma,Ambasadă,"Via Nicolò Tartaglia, 40, cod poștal 00197, Roma",41.9243021,12.48822183
331,Italia ,Roma,Ambasadă,"Via Nicolò Tartaglia, 40, cod poștal 00197, Roma",41.9243021,12.48822183
332,Italia ,Roma,Institut cultural român,"Piazza José de San Martin, 1 cod poștal 00197, Roma",41.9169544,12.47948078
333,Italia ,Roma,Institut cultural român,"Viale delle Belle Arti, 110 cod poștal 00197, Roma",41.91691313,12.48216415
334,Italia ,Roma,Consulat General,"Viale Libano 38-40, cod poștal 00144, Roma",41.82243447,12.46390406
335,Italia ,Roma,Consulat General,"Viale Libano 38-40, cod poștal 00144, Roma",41.82243447,12.46390406
336,Italia ,Roma,Consulat General,"Viale Libano 38-40, cod poștal 00144, Roma",41.82243447,12.46390406
337,Italia ,Ostia,Altele,"Centro Anziani Il Sommergibile - Viale del Sommergibile, 71, cod poștal 00121, Ostia",41.73725403,12.26227205
338,Italia ,Monterotondo,Altele,"Quality Hotel Green Palace - Via  Salaria, 207, cod poștal  00015,  Monterotondo",42.0617952,12.58915836
339,Italia ,Guidonia Montecelio,Altele,"Biblioteca comunale - Via  Maurizio Morris 7, cod poștal  00012, Guidonia Montecelio",41.99165635,12.72262084
340,Italia ,Palestrina,Altele,"Albergo Ristorante Stella - Piazza della Liberazione 3, cod poștal 00036, Palestrina",41.83906004,12.89012304
341,Italia ,Tivoli,Altele,"Città dello Sport di Tivoli - Via  Empolitana, cod poștal, 00019, Tivoli",41.94858323,12.83261725
342,Italia ,Rignano Flaminio,Altele,"Centro Vaccinale di Rignano Flaminio - Via dell’Aquila, cod poștal 00068, Rignano Flaminio",42.16100386,12.4808874
343,Italia ,Albano Laziale,Altele,"Centro Anziani di Albano  Laziale - Via Borgo Garibaldi,  12, cod poștal 00041, Albano Laziale",41.726682,12.66031832
344,Italia ,Ladispoli,Altele,"Biblioteca comunale - Via  Caltagirone, snc, cod poștal  00055,  Ladispoli",41.95939445,12.07137327
345,Italia ,Frosinone,Altele,"Casa della Cultura - Via  Giordano Bruno, cod poștal  03100,  Frosinone",41.64412722,13.35288542
346,Italia ,Latina,Altele,"Hotel Europa Latina - Via Emanuele Filiberto, 14, cod poștal, 04100, Latina",41.46804522,12.90171304
347,Italia ,Viterbo,Altele,"Centro sociale polivalente  “Sacrario” - Via Santa Maria in  Volturno 18, cod poștal 01100,  Viterbo",42.41900536,12.10405182
348,Italia ,Terni,Altele,"Sala de Consiliu - Piazza San Giovanni Paolo II nr. 1, cod poștal  05100, Terni",42.56246351,12.64641775
349,Italia ,Perugia,Altele,"CVA La Piramide - Via Armando  Diaz, 90, cod poștal 06128, Perugia",43.10046024,12.37137727
350,Italia ,Pescara,Altele,"Centro Polivalente Mons. Gustavo Britti - Via Rio Sparto, cod poștal 65129, Pescara",42.44830589,14.21407887
351,Italia ,Olbia,Altele,"Sala Corsi ASPO - Via  Indonesia, nr. 9, cod poștal  07026, Olbia",40.9315358,9.51315897
352,Italia ,Cagliari,Altele,"Primărie - Sala EXTE - Via  Roma 145, cod poștal 09124, Cagliari",39.21528247,9.11056969
353,Italia ,Napoli,Altele,"Hotel Futura – Sala  AUDITORIUM 3 - Via  Nazionale delle Puglie 195, cod poștal 80026, Napoli",40.89081895,14.32247128
354,Malta ,La Valletta,Altele,"Grand Hotel Excelsior - Great Siege Road, Floriana FRN 1810",35.89689025,14.50509242
355,Italia,Bari,Consulat General,"Via Bruno Zaccaro Nr.17/19, Bari, CAP 70126",41.09064023,16.88908565
356,Italia,Bari,Altele,"Palazzo Città, Corso Vittorio  Emanuele II, Nr. 84, Bari CAP 70122",41.12579566,16.86772444
357,Italia,Trani,Altele,"Ufficio Presidenza Provincia di  B.A.T. ex Lum, SP 130,  Km.1.500, Trani CAP 76125",41.26950207,16.38695863
358,Italia,Foggia,Altele,"Ex. Banca d`Italia, Corso Garibaldi Nr. 37, angolo Via  Polare, Foggia CAP 71121",41.46178542,15.54302281
359,Italia,Lecce,Altele,"Centro Sociale Comunale, Via Matera Nr. 2, Lecce CAP 73100",40.35657274,18.20045011
360,Italia,Taranto,Altele,"Istituto Comprensivo ""EuropaAlighieri"", Via Papa Pio XII, Nr. 3, Taranto CAP 74123",40.46440401,17.25971241
361,Italia,Ginosa,Altele,"Istituto Comprensivo G. Deledda  - S. G. Bosco, Via Quarto, Nr. 8, Ginosa CAP 74013",40.57648545,16.75555246
362,Italia,Cosenza,Altele,"Ex sede Municipia SpA, Via San  Martino Nr. 23, Piazza San  Nicola, Cosenza CAP 87100",39.29298525,16.2542417
363,Italia,Reggio Calabria,Altele,"Sala G. Versace - Palazzo  CE.DIR, Via Sant`Anna II  Tronco, Reggio Calabria CAP  89128",38.10346518,15.65401047
364,Italia,Crotone,Altele,"Comando Polizia Locale, Via  Leonardo Gallucci, Nr. 109, Crotone CAP 88900",39.0675215,17.12953316
365,Italia,Catanzaro,Altele,"Istituto Comprensivo  ""Casalinuovo"", Via Stretto  Antico Snc, Catanzaro CAP  88100",38.82537476,16.6090766
366,Italia,Vibo Valentia,Altele,"Palazzo Valentianum, Piazza San  Leoluca SNC, Vibo Valentia CAP 89900",38.67721082,16.10635181
367,Italia,Lamezia Terme,Altele,"Complesso Monumentale del  San Domenico (Museo  Archeologico Lametino), Piazzetta San Domenico snc, Lamezia Terme CAP 88046",38.974667,16.31894636
368,Italia,Corigliano-Rossano,altele,"Palazzo dell’Orologio, primo piano, Piazza del Popolo snc, Corigliano Centro Storico,  Corigliano Rossano CAP 87064",39.59654503,16.51715622
369,Italia,Potenza,Altele,"Centro Provinciale Istruzione,  Via Pietro Lacava Nr. 2, Potenza CAP 85100",40.63771851,15.81400577
370,Italia,Matera,Altele,"Complesso Commerciale Il  Circo, Sala Consiliare ""Pier Paolo Pasolini"", Via G. Sallustio Crispo snc, Matera CAP 75100",40.68120139,16.57761316
371,Italia,Campobasso,Altele,"Terzo Spazio, ex Scuola CEP  Nord, Via Eugenio Cirese snc, Campobasso CAP 86100",41.56618712,14.67450769
372,Italia,Isernia,Altele,"Provincia di Isernia, Sala Gialla  - Piano Terra, Via Giovanni  Berta nr. 189, Isernia CAP  86170",41.60027755,14.23608792
373,Italia,Bologna,Consulat General,"Via Guelfa, 9B, cod poștal 40138, Bologna",44.49142237,11.38731743
374,Italia,Bologna,Consulat General,"Via Guelfa, 9D, cod poștal 40138, Bologna",44.49144481,11.38728346
375,Italia,Bologna - Borgo Panigale,Altele,"Via Battindarno, 123, cod poștal  40133 Bologna, Sala Falcone Borsellino",44.50224183,11.2963642
376,Italia,Ancona,Altele,"Via C. Battisti, 11/C, Sala  Civica, cod poștal 60123, Ancona",43.61725041,13.52529384
377,Italia,Arezzo,Altele,"Via Pier Luigi da Palestrina, 19, cod poștal 52100, Arezzo",43.4713015,11.88724166
378,Italia,Ascoli Piceno,Altele,"Via Emidio Luzi, 18, Ex. Scuola materna di Poggio di Bretta,  cod poștal 63100, Ascoli Piceno",42.85880118,13.64228018
379,Italia,Budrio,Altele,"Via Bianchi, 31, Centro Sociale, cod poștal 40054, Budrio",44.54014966,11.53669091
380,Italia,Cesena,Altele,"Piazza Anna Magnani, 143, Sala del Quartiere Oltre Savio, cod poștal 47522, Cesena",44.13592736,12.22768349
381,Italia,Ferrara,Altele,"Viale Cavour, 187, cod poștal 44122, Ferrara",44.84418008,11.60588912
382,Italia,Firenze,Altele,"Piazza Madonna della Neve, 6,  Sala Pasquini, cod poștal 50122, Firenze",43.76931458,11.26897234
383,Italia,Forli,Altele,"Corso Della Repubblica, 88, Ex. Cinema Mazzini, 47121, Forli",44.21991557,12.04540397
384,Italia,Grosseto,Altele,"Via Gozzi, 22, cod poștal 58100,   Sala Comunale di Barbanella, Grosseto",42.77476736,11.10122539
385,Italia,Imola,Altele,"Viale Cappuccini, 14, cod poștal 40026, Imola",44.35578382,11.70112327
386,Italia,Livorno,Altele,"Scali Finocchietti, 4, Sala  Simonini, cod poștal 57123, Livorno",43.55265292,10.30769026
387,Italia,Lucca,Altele,"Frazione S. Alessio - Via provinciale din S. Alessio, 2145,  cod poștal 55100, Lucca",43.86181784,10.48165069
388,Italia,Macerata,Altele,"Via  Liviabella, 7, cod poștal  62100, Sforzacosta, Macerata",43.25551499,13.41617623
389,Italia,Massa,Altele,"Via San Leonardo, 484,  Marina di Massa, cod poștal 54100",44.00999435,10.10139728
390,Italia,Modena,Altele,"Via Viterbo, 80, cod poștal 41125, Modena",44.62288471,10.93721475
391,Italia,Montecatini Terme,Altele,"Via Giuseppe  Mazzini,  55,  Mercato Coperto, cod poștal  51016, Montecatini Terme",43.88316262,10.76630718
392,Italia,Parma,Altele,"Sala di Via Bizzozero, 19, cod poștal 43123, Parma",44.78701018,10.32983029
393,Italia,Pesaro,Altele,"Via Federico Confalonieri, 19, cod poștal 61121, Pesaro",43.90249562,12.90548163
394,Italia,Piacenza,Altele,"Cantone Vicolo San Nazzaro,  16, cod poștal 29121, Piacenza",45.05508816,9.6849458
395,Italia,Pistoia,Altele,"Via Cancellieri, 30, cod poștal 51100, Pistoia",43.93392515,10.91275231
396,Italia,Prato,Altele,"Via Andrea Guazzalotti, 12, cod poștal 59100, Centro Civico di Iolo, Prato",43.8646374,11.04136263
397,Italia,Ravenna,Altele,"Via Oriani, 44, Sala degli  Emigranti, cod poștal 48121, Ravenna",44.41458376,12.20425539
398,Italia,Reggio Emilia,Altele,"Via Arturo Toscanini, 20, Centro  Sociale L. Spallanzani-Orti,  42122 Reggio Emilia",44.68480172,10.6484211
399,Italia,Rimini,Altele,"Via Bidente, 1/P, Sala Civica, cod poștal 47924, Rimini",44.03709428,12.57544698
400,Italia,San Lazzaro,Altele,"Piazza Luciano Bracci, sala ex.  Bande Musicale, cod poștal  40068, San Lazzaro di Savena",44.47032728,11.40709493
401,Italia,Sesto Fiorentino,Altele,"Via del Risorgimento, 237,  Circolo di Padule, cod poștal  50019, Sesto Fiorentino",43.8366766,11.17667561
402,Italia,Siena,Altele,"Via P. Nenni, 8/A, cod poștal 53100, Siena",43.3476788,11.32994266
403,Italia,Catania,Consulat,"Via Misterbianco 1, 95131, Catania",37.50649739,15.09631573
404,Italia,Catania,Consulat,"Via Misterbianco 1, 95131, Catania",37.50649739,15.09631573
405,Italia,Alcamo,Altele,"Via Ugo Foscolo 1, 91011, Alcamo",37.98420104,12.96166813
406,Italia,Vittoria,Altele,"Via Del Tennis 23, 97019, Vittoria",36.93001487,14.48809225
407,Italia,Palermo,Altele,"Via IV Aprile 4, Palazzo  Palagonia alla Gancia - Aula  Lorusso,  90133, Palermo",38.11674423,13.3700606
408,Italia,Canicatti,Altele,"Piazza Dante, Centro Culturale San Domenico, 95024, Canicatti",37.3570207,13.84699568
409,Italia,Messina,Altele,"Palazzo Zanca, Intrare din Via  San Camillo nr. 110/colț cu Via  Cavour, Sala Ovala ""Antonino Caponnetto"" 98122, Messina",38.19444974,15.55478117
410,Italia,Milano,Altele,"Via Ruggero Boscovich nr. 42,  Milano-Centro Socio Ricreativo Ricordi Milan, CAP 20124",45.48036254,9.20656449
411,Italia,Milano,Altele,"Via Ruggero Boscovich nr. 42,  Milano-Centro Socio Ricreativo Ricordi Milan, CAP 20124",45.48025933,9.20682473
412,Italia,Milano,Altele,"Via Ruggero Boscovich nr. 42,  Milano-Centro Socio Ricreativo Ricordi Milan, CAP 20124",45.48043767,9.2064263
413,Italia,Milano,Altele,"Via Ruggero Boscovich nr. 42,  Milano-Centro Socio Ricreativo Ricordi Milan, CAP 20124",45.48051329,9.20626134
414,Italia,Bergamo,Altele,"Via Caprera 17, 24127 Bergamo",45.6820075,9.6586172
415,Italia,Bergamo,Altele,"Via Caprera 17, 24127 Bergamo",45.6820075,9.6586172
416,Italia,Brescia,Altele,"Piazza Luigi Buffoli 16, 25127 Brescia",45.55224058,10.19174862
417,Italia,Brescia,Altele,"Piazza Luigi Buffoli 16, 25127 Brescia",45.55224058,10.19174862
418,Italia,Bolzano,Altele,"Via Dolomiti 14, 39100 Bolzano",46.49515045,11.32316619
419,Italia,Cles,Altele,"Via Tiberio Claudio 22, 38023 Cles",46.364517,11.03152415
420,Italia,Como,Altele,"Via Collegio Dei Dottori 9, 22100 Como",45.81008843,9.08263315
421,Italia,Crema,Altele,"Via Giacomo Matteotti 47, 26013 Crema",45.36080151,9.68886577
